record,timestamp,CPU_ALL:User%,CPU_ALL:Sys%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s,NET:eno2-write-KB/s,NET:eno2-read-KB/s,DISKREAD:sda,DISKREAD:sdb,DISKREAD:sdc,DISKREAD:sdd,DISKWRITE:sda,DISKWRITE:sdb,DISKWRITE:sdc,DISKWRITE:sdd
1411,1620925736,129.40000000000003,25.7,2849368.699999997,1027363.1,1102287.9000000001,627.2999999999998,759.1,0.0,0.0,0.0,0.0,0.0,0.0,1341.8,0.0,51.9,0.0
1412,1620925737,136.1,30.200000000000003,2849368.699999997,1027363.6000000002,1102288.6,648.3000000000002,604.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.0000000000002,0.0,95.6,0.0
1413,1620925738,134.9,29.8,2849368.699999997,1027365.1000000001,1102289.5,749.4,1060.6000000000001,0.0,0.0,12.0,0.0,0.0,0.0,2551.2000000000007,0.0,20.0,0.0
1414,1620925739,139.20000000000002,33.1,2849368.699999997,1027350.1,1102289.9000000001,696.7999999999998,10409.300000000001,0.0,0.0,0.0,0.0,0.0,0.0,1962.2000000000003,0.0,392.0,11.2
1415,1620925740,152.19999999999996,32.4,2849368.699999997,1027450.5000000001,1102293.5,17194.399999999994,1883.3000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2527.1000000000004,0.0,299.3,0.0
1416,1620925741,172.90000000000003,33.800000000000004,2849368.699999997,1027652.4000000001,1102294.1,1300.6999999999998,9630.699999999995,0.0,0.0,0.0,0.0,0.0,0.0,1377.7000000000003,0.0,8.0,0.0
1417,1620925742,149.2,32.599999999999994,2849368.699999997,1027601.5000000002,1102291.7000000002,9778.399999999998,1911.2000000000007,0.0,0.0,0.0,0.0,0.0,0.0,9610.5,0.0,59.8,0.0
1418,1620925743,138.4,33.1,2849368.699999997,1027538.1000000002,1102292.4000000001,654.8000000000001,1130.4999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1049.4999999999998,0.0,87.8,0.0
1419,1620925744,137.09999999999997,31.999999999999996,2849368.699999997,1027551.2,1102284.8000000003,764.0999999999999,1107.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1800.8000000000002,0.0,360.3,11.1
1420,1620925745,143.29999999999995,31.099999999999998,2849368.699999997,1027573.0000000001,1102285.0000000002,8419.500000000002,8776.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,1218.8000000000004,0.0,278.7,0.0
1421,1620925746,142.80000000000007,29.29999999999999,2849368.699999997,1027759.0,1102285.4000000001,1155.6000000000001,817.5000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1002.3999999999997,0.0,39.9,0.0
