timestamp,CPU_ALL:User%,CPU_ALL:Sys%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s,NET:eno2-write-KB/s,NET:eno2-read-KB/s,DISKREAD:sda,DISKREAD:sdb,DISKREAD:sdc,DISKREAD:sdd,DISKWRITE:sda,DISKWRITE:sdb,DISKWRITE:sdc,DISKWRITE:sdd
1621426935,1.1,1.7,64084.7,13425.8,14604.7,5.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426936,0.4,0.2,64084.7,13425.8,14604.7,11.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,95.8,0.0,0.0,0.0
1621426937,0.8,0.4,64084.7,13425.8,14604.7,5.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1621426938,0.2,0.1,64084.7,13425.8,14604.7,3.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,79.9,0.0,0.0,0.0
1621426939,0.2,0.1,64084.7,13425.8,14604.7,2.4,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426941,2.0,1.1,64084.7,13426.0,14604.7,7.1,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0
1621426942,0.3,0.3,64084.7,13426.0,14604.7,21.3,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426943,1.8,1.1,64084.7,13426.1,14604.7,8.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426944,0.2,0.1,64084.7,13425.8,14604.7,10.5,13.7,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
1621426945,0.3,0.5,64084.7,13425.8,14604.7,13.6,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426946,0.5,0.3,64084.7,13425.8,14604.8,4.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,11.0,0.0
1621426947,0.4,0.3,64084.7,13425.9,14604.8,12.5,15.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1621426948,0.6,0.3,64084.7,13425.8,14604.8,3.7,8.2,0.0,0.0,0.0,0.0,0.0,0.0,479.1,0.0,0.0,0.0
1621426949,0.3,0.1,64084.7,13425.8,14604.8,3.8,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426950,1.5,0.9,64084.7,13425.9,14604.8,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426951,0.5,0.5,64084.7,13425.7,14604.8,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,0.0,11.2,0.0
1621426952,0.0,0.0,64084.7,13426.8,14604.8,22.9,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1621426953,2.1,1.4,64084.7,13439.7,14604.8,12.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1621426954,0.2,0.2,64084.7,13439.4,14604.8,7.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426955,0.3,0.2,64084.7,13426.4,14604.8,7.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426956,0.8,0.7,64084.7,13425.5,14605.0,21.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,11.0,0.0
1621426957,0.5,0.3,64084.7,13426.3,14605.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426958,1.1,0.3,64084.7,13451.1,14605.0,7.1,31.2,0.0,0.0,0.0,0.0,0.0,0.0,63.9,0.0,0.0,0.0
1621426959,0.2,0.3,64084.7,13451.1,14605.0,3.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426960,2.2,1.3,64084.7,13425.7,14605.1,2.9,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426961,0.3,0.1,64084.7,13425.5,14605.1,11.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,40.6,0.0,11.1,0.0
1621426962,0.8,0.5,64084.7,13440.3,14605.1,18.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1621426963,1.2,1.0,64084.7,13425.5,14605.1,10.3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,51.9,0.0,0.0,0.0
