gis_join,total_iterations,is_center
G4000150,1,false
G3901390,1,false
G3801010,1,false
G5500970,1,false
G1900570,1,false
G1901970,1,false
G1200410,1,false
G1302650,1,false
G3001090,1,false
G5300250,1,false
G1800810,1,false
G5101830,1,false
G4600690,1,false
G4701150,1,false
G3901170,1,false
G1200910,1,false
G0800070,1,false
G3701510,1,false
G3700010,1,false
G3800710,1,false
G1900130,1,false
G1900450,1,false
G1200670,1,false
G1901950,1,false
G4701510,1,false
G0501330,1,false
G3900930,1,false
G2800930,1,false
G5400270,1,false
G4600710,1,false
G1801110,1,false
G3101390,1,false
G1300910,1,false
G0800850,1,false
G1301710,1,false
G1901050,1,false
G2700770,1,false
G0501150,1,false
G4801270,1,false
G4701370,1,false
G2000910,1,false
G4000110,1,false
G1801410,1,false
G0501190,1,false
G1900690,1,false
G0500270,1,false
G4600250,1,false
G3901710,1,false
G4600310,1,false
G5400870,1,false
G1900170,1,false
G5600230,1,false
G2200630,1,false
G1200650,1,false
G0100710,1,false
G0100090,1,false
G3800430,1,false
G4001130,1,false
G4200490,1,false
G4700670,1,false
G2801070,1,false
G1701670,1,false
G5501010,1,false
G5401070,1,false
G3700510,1,false
G2700190,1,false
G2700730,1,false
G3101490,1,false
G2601570,1,false
G4900070,1,false
G2000350,1,false
G4803110,1,false
G1302050,1,false
G5300010,1,false
G3901550,1,false
G4000310,1,false
G1302230,1,false
G2800170,1,false
G2101850,1,false
G5501310,1,false
G1700990,1,false
G0600210,1,false
G1900350,1,false
G1201210,1,false
G3800370,1,false
G2800650,1,false
G1900330,1,false
G1801130,1,false
G5101570,1,false
G2601270,1,false
G2101310,1,false
G3500390,1,false
G4000170,1,false
G3700130,1,false
G0100990,1,false
G2100770,1,false
G1700850,1,false
G0600530,1,false
G1302330,1,false
G1900310,1,false
G2800110,1,false
G1200890,1,false
G2000950,1,false
G2101470,1,false
G4600430,1,false
G1900910,1,false
G3900050,1,false
G3900410,1,false
G2200150,1,false
G0501450,1,false
G4900510,1,false
G5500610,1,false
G1700790,1,false
G4001270,1,false
G0600970,1,false
G2201050,1,false
G0500690,1,false
G1702030,1,false
G0100750,1,false
G1300250,1,false
G5101390,1,false
G4700290,1,false
G2600890,1,false
G2700470,1,false
G4600770,1,false
G1800530,1,false
G1801550,1,false
G5500570,1,false
G5100730,1,false
G3700470,1,false
G0600750,1,false
G1600370,1,false
G0500790,1,false
G4000730,1,false
G1200010,1,false
G1303090,1,false
G2901990,1,false
G4701410,1,false
G0501430,1,false
G4804850,1,false
G3900430,1,false
G1900190,1,false
G5401050,1,false
G0500670,1,false
G1900890,1,false
G3900450,1,false
G2901610,1,false
G3100270,1,false
G0600950,1,false
G4803870,1,false
G3700190,1,false
G3000670,1,false
G4800130,1,false
G5100890,1,false
G4700610,1,false
G2102030,1,false
G1700150,1,false
G3600550,1,false
G5501330,1,false
G0100690,1,false
G1301470,1,false
G3700150,1,false
G2100150,1,false
G2900150,1,false
G0600850,1,false
G1901910,1,false
G2200410,1,false
G3900590,1,false
G4802710,1,false
G4600290,1,false
G2101990,1,false
G1301450,1,false
G4701390,1,false
G2600090,1,false
G5500390,1,false
G0500470,1,false
G2901170,1,false
G2100630,1,false
G5100930,1,false
G0600470,1,false
G2901450,1,false
G1301030,1,false
G4803790,1,false
G4500730,1,false
G4803250,1,false
G2701430,1,false
G1700290,1,false
G5101690,1,false
G2700810,1,false
G4000930,1,false
G1702010,1,false
G3900330,1,false
G4700550,1,false
G2800750,1,false
G0500630,1,false
G3900610,1,false
G0600070,1,false
G2000170,1,false
G2201230,1,false
G2901010,1,false
G1300990,1,false
G1201070,1,false
G4700090,1,false
G3701350,1,false
G1901470,1,false
G2902130,1,false
G1800450,1,false
G3900210,1,false
G5500450,1,false
G1800050,1,false
G1300470,1,false
G2001430,1,false
G4601350,1,false
G5101110,1,false
G0600870,1,false
G4801390,1,false
G1200750,1,false
G0100070,1,false
G1901110,1,false
G4701330,1,false
G2801110,1,false
G2901790,1,false
G4500070,1,false
G3100530,1,false
G5500550,1,false
G5500930,1,false
G3900390,1,false
G5400990,1,false
G0601150,1,false
G2000310,1,false
G3700730,1,false
G4802230,1,false
G1300490,1,false
G3701690,1,false
G2100510,1,false
G5101250,1,false
G5500510,1,false
G1701970,1,false
G2800850,1,false
G1300870,1,false
G5500770,1,false
G0100430,1,false
G2101670,1,false
G5101750,1,false
G2900830,1,false
G2600250,1,false
G4800290,1,false
G0600110,1,false
G2700250,1,false
G2800270,1,false
G4700490,1,false
G3101670,1,false
G4000030,1,false
G4001230,1,false
G1700570,1,false
G5500530,1,false
G0500110,1,false
G2100730,1,false
G2000370,1,false
G4800910,1,false
G3700650,1,false
G0601010,1,false
G2800890,1,false
G0101210,1,false
G1200310,1,false
G4201270,1,false
G2100710,1,false
G1701390,1,false
G4601170,1,false
G2700930,1,false
G5100230,1,false
G4001070,1,false
G1900550,1,false
G1801050,1,false
G2900590,1,false
G2901590,1,false
G4803150,1,false
G0601130,1,false
G0501170,1,false
G1301010,1,false
G5400510,1,false
G4804050,1,false
G4804590,1,false
G4700890,1,false
G3700710,1,false
G3100770,1,false
G1801810,1,false
G5100190,1,false
G2701650,1,false
G3700810,1,false
G1900610,1,false
G2900190,1,false
G2102070,1,false
G3701470,1,false
G0600810,1,false
G2200670,1,false
G4804930,1,false
G2600710,1,false
G4700590,1,false
G4200730,1,false
G2901110,1,false
G4800010,1,false
G2800790,1,false
G1301510,1,false
G5100690,1,false
G1700750,1,false
G5501050,1,false
G2101810,1,false
G5100110,1,false
G5501190,1,false
G2000290,1,false
G0600670,1,false
G2801610,1,false
G2601130,1,false
G3100850,1,false
G1200790,1,false
G2101090,1,false
G3101430,1,false
G2801350,1,false
G5100670,1,false
G1300270,1,false
G2901030,1,false
G1900050,1,false
G1301050,1,false
G3100830,1,false
G2101550,1,false
G1301150,1,false
G3900470,1,false
G2901250,1,false
G0600550,1,false
G4201290,1,false
G5100970,1,false
G3100390,1,false
G4701790,1,false
G1201290,1,false
G4804670,1,false
G0501270,1,false
G2700650,1,false
G3100570,1,false
G2400250,1,false
G2902030,1,false
G5500110,1,false
G3100810,1,false
G2902250,1,false
G1300050,1,false
G1801190,1,false
G2900010,1,false
G0600690,1,false
G5400150,1,false
G1300530,1,false
G0501250,1,false
G3101250,1,false
G2800950,1,false
G4801190,1,false
G3900630,1,false
G1200730,1,false
G2101250,1,false
G2001710,1,false
G2700350,1,false
G4200450,1,false
G5500150,1,false
G5101430,1,false
G2000070,1,false
G3100790,1,false
G5400110,1,false
G2900110,1,false
G0600990,1,false
G1901610,1,false
G5400490,1,false
G2801330,1,false
G1302350,1,false
G1200290,1,false
G1700310,1,false
G2800090,1,false
G3101350,1,false
G5300050,1,false
G2000130,1,false
G5100010,1,false
G2800070,1,false
G1301170,1,false
G2600590,1,false
G5500910,1,false
G5101130,1,false
G2101650,1,false
G5500130,1,false
G1302950,1,false
G2001270,1,false
G3101290,1,false
G5500850,1,false
G0600130,1,false
G3901110,1,false
G0500910,1,false
G1300390,1,false
G4701630,1,false
G1901290,1,false
G5108000,1,false
G2002030,1,false
G1302770,1,false
G3400210,1,false
G2900210,1,false
G5501170,1,false
G1302150,1,false
G4701530,1,false
G1801650,1,false
G2101910,1,false
G1300450,1,false
G3100590,1,false
G2001150,1,false
G2700410,1,false
G5300350,1,false
G3701570,1,false
G0600410,1,false
G3100110,1,false
G5100270,1,false
G4804630,1,false
G4801470,1,false
G5300210,1,false
G1901730,1,false
G2000690,1,false
G5100870,1,false
G5100590,1,false
G4000530,1,false
G2101170,1,false
G1701110,1,false
G2800410,1,false
G2900470,1,false
G3101210,1,false
G2001070,1,false
G3900570,1,false
G2801590,1,false
G5300290,1,false
G0501090,1,false
G3101410,1,false
G3900830,1,false
G2700990,1,false
G4700130,1,false
G2800870,1,false
G1200350,1,false
G2000230,1,false
G1901790,1,false
G2800810,1,false
G0900110,1,false
G4701430,1,false
G2102110,1,false
G3101750,1,false
G1900650,1,false
G2901350,1,false
G4100510,1,false
G2900790,1,false
G5400730,1,false
G2201030,1,false
G1200190,1,false
G4803430,1,false
G2001530,1,false
G3101190,1,false
G2101530,1,false
G1700530,1,false
G1301670,1,false
G3700250,1,false
G2700070,1,false
G1901810,1,false
G2500010,1,false
G2800570,1,false
G2000190,1,false
G2200890,1,false
G3100950,1,false
G3901450,1,false
G2900730,1,false
G5500170,1,false
G5300550,1,false
G4800630,1,false
G5400050,1,false
G4801630,1,false
G3101550,1,false
G3400110,1,false
G1700630,1,false
G2800390,1,false
G3101010,1,false
G2101930,1,false
G2900670,1,false
G1801330,1,false
G2800330,1,false
G2201190,1,false
G2200990,1,false
G1900150,1,false
G3701090,1,false
G0800150,1,false
G3101150,1,false
G2700130,1,false
G2100670,1,false
G2001050,1,false
G4100110,1,false
G1900670,1,false
G4803090,1,false
G3900290,1,false
G3400150,1,false
G3101730,1,false
G3100490,1,false
G0600250,1,false
G4000410,1,false
G2101890,1,false
G0800470,1,false
G2801470,1,false
G2200550,1,false
G1901010,1,false
G2900530,1,false
G5100530,1,false
G3101690,1,false
G1801610,1,false
G0100730,1,false
G5400430,1,false
G2900570,1,false
G2700450,1,false
G4803650,1,false
G5300670,1,false
G1900230,1,false
G1900930,1,false
G3100290,1,false
G2800550,1,false
G3600070,1,false
G1200030,1,false
G4200170,1,false
G4701230,1,false
G0801190,1,false
G2101750,1,false
G2000890,1,false
G2900750,1,false
G3701770,1,false
G4802450,1,false
G2100110,1,false
G2002090,1,false
G5500890,1,false
G2001610,1,false
G0100530,1,false
G1800890,1,false
G0600450,1,false
G0500510,1,false
G0501030,1,false
G0800950,1,false
G2201070,1,false
G2400050,1,false
G5400210,1,false
G3101830,1,false
G2700010,1,false
G4701770,1,false
G0801050,1,false
G2001510,1,false
G4700250,1,false
G2200570,1,false
G2100970,1,false
G2001570,1,false
G1901230,1,false
G5101590,1,false
G5500780,1,false
G2000410,1,false
G4100150,1,false
G3701750,1,false
G1701470,1,false
G2801130,1,false
G3901430,1,false
G2200650,1,false
G2400450,1,false
G0100130,1,false
G0800910,1,false
G2902150,1,false
G1901650,1,false
G4803370,1,false
G5400910,1,false
G2000090,1,false
G4701290,1,false
G2700490,1,false
G2102050,1,false
G4801750,1,false
G5100570,1,false
G1901570,1,false
G3101510,1,false
G2901090,1,false
G2000670,1,false
G5500730,1,false
G5300150,1,false
G4800850,1,false
G3600810,1,false
G3100230,1,false
G2001550,1,false
G0800650,1,false
G2001490,1,false
G4800410,1,false
G1801670,1,false
G2101210,1,false
G3900010,1,false
G3700390,1,false
G5400610,1,false
G0100930,1,false
G2201090,1,false
G2800670,1,false
G2701270,1,false
G5101030,1,false
G4701550,1,false
G2001110,1,false
G3101530,1,false
G3101370,1,false
G5300110,1,false
G0801150,1,false
G5501350,1,false
G0500810,1,false
G2100050,1,false
G0801110,1,false
G5501250,1,false
G4200290,1,false
G3900130,1,false
G5107700,1,false
G2001350,1,false
G5400590,1,false
G3901590,1,false
G2201210,1,false
G2000450,1,false
G2801090,1,false
G0500770,1,false
G3701590,1,false
G3100090,1,false
G2901710,1,false
G5300450,1,false
G2900970,1,false
G3101630,1,false
G0100850,1,false
G1901090,1,false
G5500010,1,false
G2001750,1,false
G2500210,1,false
G0800790,1,false
G4801590,1,false
G2102150,1,false
G1900090,1,false
G3900670,1,false
G2900930,1,false
G5101610,1,false
G4700630,1,false
G3701010,1,false
G4800150,1,false
G1600010,1,false
G4100670,1,false
G3100610,1,false
G4500130,1,false
G2901870,1,false
G1301390,1,false
G1700230,1,false
G1901630,1,false
G2901970,1,false
G3100870,1,false
G5501270,1,false
G3400030,1,false
G2701510,1,false
G1302110,1,false
G0801170,1,false
G3901670,1,false
G2200830,1,false
G3900810,1,false
G4700070,1,false
G3100210,1,false
G4700730,1,false
G2000330,1,false
G5100750,1,false
G4801230,1,false
G4100410,1,false
G3701730,1,false
G3100990,1,false
G2901050,1,false
G1901450,1,false
G5501110,1,false
G2001930,1,false
G2200430,1,false
G0900090,1,false
G2600670,1,false
G0800930,1,false
G2900330,1,false
G4000670,1,false
G5400350,1,false
G5106600,1,false
G2200350,1,false
G5400290,1,false
G5500030,1,false
G2700710,1,false
G2102370,1,false
G2000390,1,false
G1300790,1,false
G4801490,1,false
G5300270,1,false
G3100410,1,false
G2001390,1,false
G1900430,1,false
G1900070,1,false
G2001830,1,false
G4201010,1,false
G2000810,1,false
G0800510,1,false
G2101150,1,false
G1200630,1,false
G4801810,1,false
G4701850,1,false
G3101850,1,false
G4200330,1,false
G1801790,1,false
G2901070,1,false
G2102310,1,false
G4500770,1,false
G3101450,1,false
G4803610,1,false
G4100570,1,false
G1600610,1,false
G2701630,1,false
G2901670,1,false
G5500870,1,false
G1900510,1,false
G0900070,1,false
G0100470,1,false
G3100350,1,false
G2001810,1,false
G2101270,1,false
G0500730,1,false
G2001730,1,false
G4200070,1,false
G0800210,1,false
G3101590,1,false
G2101290,1,false
G1302990,1,false
G4100090,1,false
G2000570,1,false
G1600450,1,false
G4804730,1,false
G0100150,1,false
G1700010,1,false
G5101070,1,false
G2601390,1,false
G2000110,1,false
G1900390,1,false
G5500250,1,false
G2000930,1,false
G3101810,1,false
G1901890,1,false
G2101870,1,false
G4500470,1,false
G2800530,1,false
G4701730,1,false
G4700150,1,false
G0800570,1,false
G5500990,1,false
G4200050,1,false
G2000530,1,false
G3700050,1,false
G5300690,1,false
G2200070,1,false
G2200250,1,false
G2400150,1,false
G5500290,1,false
G2902170,1,false
G2000550,1,false
G0100290,1,false
G3100250,1,false
G3100190,1,false
G5500790,1,false
G3900530,1,false
G1800730,1,false
G2700790,1,false
G4000710,1,false
G4700350,1,false
G1900470,1,false
G4802210,1,false
G5400070,1,false
G0801090,1,false
G3701290,1,false
G3700430,1,false
G5300090,1,false
G5400710,1,false
G4800390,1,false
G3400390,1,false
G1701770,1,false
G2901850,1,false
G1900950,1,false
G2001010,1,false
G3100930,1,false
G4802870,1,false
G4500910,1,false
G3900250,1,false
G5100790,1,false
G2001950,1,false
G4200850,1,false
G4802570,1,false
G1800110,1,false
G1700950,1,false
G2700210,1,false
G0800370,1,false
G5400630,1,false
G4800890,1,false
G0600230,1,false
G2400290,1,false
G2901690,1,false
G2801030,1,false
G2002010,1,false
G3101330,1,false
G4200370,1,false
G2001910,1,false
G4800230,1,false
G0100390,1,false
G3900190,1,false
G4804390,1,false
G3700890,1,false
G0800490,1,false
G4802550,1,false
G3100470,1,false
G4100530,1,false
G2000150,1,false
G1800490,1,false
G5501070,1,false
G2900410,1,false
G3400190,1,false
G1302070,1,false
G1901550,1,false
G1800190,1,false
G2900910,1,false
G4804990,1,false
G3700990,1,false
G5400690,1,false
G4100470,1,false
G4500830,1,false
G2001410,1,false
G0800970,1,false
G2200530,1,false
G2000490,1,false
G2801310,1,false
G3400130,1,false
G2701310,1,false
G3900370,1,false
G1700970,1,false
G1801010,1,false
G3101090,1,false
G0101250,1,false
G4700930,1,false
G5100350,1,false
G4100710,1,false
G2800150,1,false
G4201150,1,false
G2001670,1,false
G0800530,1,false
G2201130,1,false
G2500190,1,false
G2900130,1,false
G3701610,1,false
G4804910,1,false
G4700010,1,false
G1800270,1,false
G1800030,1,false
G2701410,1,false
G1901710,1,false
G1700710,1,false
G3100170,1,false
G4100030,1,false
G0100870,1,false
G5101650,1,false
G2400010,1,false
G2800510,1,false
G3400090,1,false
G3901210,1,false
G2200330,1,false
G1300130,1,false
G1302790,1,false
G4001510,1,false
G3901630,1,false
G3100670,1,false
G0201980,1,false
G1600550,1,false
G2001450,1,false
G5501090,1,false
G3900170,1,false
G1701150,1,false
G2101330,1,false
G2902190,1,false
G2801190,1,false
G2400310,1,false
G4801990,1,false
G2800690,1,false
G1800130,1,false
G4700510,1,false
G1302170,1,false
G0100050,1,false
G3100730,1,false
G5300490,1,false
G2001850,1,false
G1901850,1,false
G3600470,1,false
G4801610,1,false
G2000030,1,false
G4804810,1,false
G2600230,1,false
G5400330,1,false
G2900450,1,false
G2700170,1,false
G2100490,1,false
G5101710,1,false
G4500350,1,false
G5100710,1,false
G3100650,1,false
G2901290,1,false
G2405100,1,false
G4500870,1,false
G1302430,1,false
G4803210,1,false
G2800430,1,false
G5400410,1,false
G2900430,1,false
G2101590,1,false
G1801090,1,false
G2701710,1,false
G2900070,1,false
G5101870,1,false
G5400310,1,false
G3700750,1,false
G1301810,1,false
G3400230,1,false
G1900850,1,false
G2200750,1,false
G0101150,1,false
G5401030,1,false
G2900770,1,false
G4802930,1,false
G4804530,1,false
G2101350,1,false
G0500150,1,false
G1801690,1,false
G5100150,1,false
G5100630,1,false
G2700530,1,false
G2901630,1,false
G3600850,1,false
G2200230,1,false
G1901210,1,false
G4200190,1,false
G4500150,1,false
G4800770,1,false
G2900270,1,false
G1800790,1,false
G4800370,1,false
G2902090,1,false
G2200910,1,false
G5100770,1,false
G2001630,1,false
G3901370,1,false
G4400050,1,false
G2701610,1,false
G1700210,1,false
G3601070,1,false
G2200050,1,false
G2001310,1,false
G2900850,1,false
G3900150,1,false
G4802510,1,false
G5100090,1,false
G0101190,1,false
G3701190,1,false
G3100630,1,false
G5100910,1,false
G4800270,1,false
G1000050,1,false
G1800950,1,false
G4801670,1,false
G1900270,1,false
G2100950,1,false
G1901510,1,false
G1900870,1,false
G2002070,1,false
G3901310,1,false
G0500070,1,false
G2801490,1,false
G2000470,1,false
G3701130,1,false
G2400350,1,false
G1300770,1,false
G4500090,1,false
G1300610,1,false
G2200190,1,false
G1900730,1,false
G1700350,1,false
G4201210,1,false
G2000730,1,false
G1800770,1,false
G2000770,1,false
G5500050,1,false
G5100050,1,false
G1700490,1,false
G4100690,1,false
G0500010,1,false
G3400290,1,false
G0100170,1,false
G4804690,1,false
G4200310,1,false
G2801290,1,false
G3101470,1,false
G4803730,1,false
G2000270,1,false
G5105300,1,false
G2101730,1,false
G1801570,1,false
G1302810,1,false
G1900830,1,false
G5101970,1,false
G4804230,1,false
G4400090,1,false
G1700370,1,false
G5100510,1,false
G2200010,1,false
G1300150,1,false
G2001690,1,false
G1900790,1,false
G2100190,1,false
G2000970,1,false
G5300030,1,false
G1300710,1,false
G1303030,1,false
G3600610,1,false
G1700450,1,false
G2701570,1,false
G4803490,1,false
G2001030,1,false
G2201010,1,false
G3900990,1,false
G1900750,1,false
G1700050,1,false
G2001230,1,false
G4802370,1,false
G2000650,1,false
G5101550,1,false
G2400390,1,false
G1301070,1,false
G2801050,1,false
G2801630,1,false
G3901350,1,false
G3600970,1,false
G2700610,1,false
G1701230,1,false
G3100550,1,false
G4801570,1,false
G1800550,1,false
G2001970,1,false
G5100170,1,false
G1600090,1,false
G2400470,1,false
G4500570,1,false
G4803970,1,false
G0101290,1,false
G1302370,1,false
G1900030,1,false
G2500030,1,false
G1800850,1,false
G2200450,1,false
G3900870,1,false
G2900390,1,false
G2000510,1,false
G2700090,1,false
G1701610,1,false
G5100430,1,false
G5100450,1,false
G2800830,1,false
G1300590,1,false
G1901250,1,false
G5400170,1,false
G4803390,1,false
G2200770,1,false
G2901410,1,false
G4500030,1,false
G1800930,1,false
G5101410,1,false
G5101210,1,false
G2601510,1,false
G3400070,1,false
G2700390,1,false
G1701310,1,false
G4801130,1,false
G1301130,1,false
G1900010,1,false
G5401090,1,false
G2902290,1,false
G2200970,1,false
G2001790,1,false
G2500070,1,false
G3900790,1,false
G1301330,1,false
G2200850,1,false
G3900230,1,false
G2701290,1,false
G4801830,1,false
G2900370,1,false
G2900050,1,false
G2901390,1,false
G4200030,1,false
G2200870,1,false
G2500230,1,false
G1302850,1,false
G2100410,1,false
G2001370,1,false
G1301890,1,false
G2801250,1,false
G2701590,1,false
G0100350,1,false
G1801030,1,false
G1901330,1,false
G4200690,1,false
G2900950,1,false
G2901130,1,false
G4802910,1,false
G5400370,1,false
G2101610,1,false
G4500590,1,false
G2000830,1,false
G0500170,1,false
G2701530,1,false
G1800330,1,false
G2000430,1,false
G4500250,1,false
G2200930,1,false
G2601370,1,false
G4800730,1,false
G3400050,1,false
G2901310,1,false
G1701730,1,false
G1801530,1,false
G1301110,1,false
G3700570,1,false
G4801210,1,false
G1901370,1,false
G5501130,1,false
G5400950,1,false
G2601550,1,false
G3400330,1,false
G4804770,1,false
G2900650,1,false
G2800490,1,false
G4802250,1,false
G2100810,1,false
G1901390,1,false
G2001470,1,false
G4800990,1,false
G0100270,1,false
G1901350,1,false
G5400090,1,false
G3400010,1,false
G4800710,1,false
G1901310,1,false
G2900550,1,false
G1801510,1,false
G5101630,1,false
G3901410,1,false
G4804250,1,false
G1700930,1,false
G0600590,1,false
G2800290,1,false
G4201250,1,false
G1300670,1,false
G2500250,1,false
G5500490,1,false
G2000590,1,false
G4802390,1,false
G2700430,1,false
G2000630,1,false
G2102390,1,false
G1800410,1,false
G2801510,1,false
G0100210,1,false
G5400470,1,false
G2800470,1,false
G2900490,1,false
G0900010,1,false
G3701670,1,false
G1900990,1,false
G2200510,1,false
G2000610,1,false
G2100650,1,false
G2001590,1,false
G2700230,1,false
G2800250,1,false
G1800350,1,false
G5400450,1,false
G4400010,1,false
G2200390,1,false
G3700450,1,false
G2200590,1,false
G0500390,1,false
G2902210,1,false
G1900250,1,false
G1700170,1,false
G1302910,1,false
G1700330,1,false
G4800350,1,false
G2701150,1,false
G5400850,1,false
G1800750,1,false
G4400030,1,false
G1900490,1,false
G2900290,1,false
G4801770,1,false
G1301490,1,false
G1300310,1,false
G4500270,1,false
G3901150,1,false
G4802170,1,false
G1901830,1,false
G2400110,1,false
G2701690,1,false
G5500230,1,false
G2200950,1,false
G1800910,1,false
G2100430,1,false
G3700030,1,false
G0101090,1,false
G0100030,1,false
G4802310,1,false
G1901150,1,false
G4200910,1,false
G4802850,1,false
G2900810,1,false
G5501290,1,false
G3901130,1,false
G2100790,1,false
G4000230,1,false
G4500010,1,false
G1302250,1,false
G1302610,1,false
G3601190,1,false
G2000050,1,false
G2200470,1,false
G2902270,1,false
G1801170,1,false
G2700670,1,false
G4802770,1,false
G1800670,1,false
G3400250,1,false
G3700070,1,false
G4800550,1,false
G1700890,1,false
G4500890,1,false
G4802890,1,false
G1901070,1,false
G2100690,1,false
G0500410,1,false
G2701090,1,false
G3900030,1,false
G2500050,1,false
G2200710,1,false
G3101310,1,false
G4804870,1,false
G1800710,1,false
G1701430,1,false
G2200290,1,false
G4500110,1,false
G4802130,1,false
G2400270,1,false
G4800570,1,false
G1700190,1,false
G3101270,1,false
G5400390,1,false
G0500970,1,false
G1000010,1,false
G1701550,1,false
G0600310,1,false
G1302210,1,false
G4800210,1,false
G1901270,1,false
G1800430,1,false
G3901610,1,false
G1301990,1,false
G3400350,1,false
G1700130,1,false
G2800010,1,false
G0500030,1,false
G4801870,1,false
G1900290,1,false
G3901050,1,false
G2400190,1,false
G2600910,1,false
G3701250,1,false
G1701090,1,false
G1302710,1,false
G1301690,1,false
G2900030,1,false
G2101970,1,false
G1800630,1,false
G4000950,1,false
G1901690,1,false
G1701750,1,false
G1302090,1,false
G1301630,1,false
G2100230,1,false
G3901270,1,false
G2900870,1,false
G1700090,1,false
G1301570,1,false
G2100210,1,false
G4500050,1,false
G1302390,1,false
G5500650,1,false
G2901950,1,false
G3900650,1,false
G5400790,1,false
G0500590,1,false
G4500670,1,false
G4804550,1,false
G5500430,1,false
G2900250,1,false
G1800990,1,false
G2102230,1,false
G1300970,1,false
G2200490,1,false
G4803310,1,false
G1901750,1,false
G1701870,1,false
G2102010,1,false
G3900270,1,false
G0100570,1,false
G3101770,1,false
G1302870,1,false
G1302630,1,false
G2901650,1,false
G2601210,1,false
G5400130,1,false
G1901530,1,false
G0101270,1,false
G4801850,1,false
G0100410,1,false
G1700730,1,false
G2101030,1,false
G2902110,1,false
G1800150,1,false
G4500230,1,false
G3701410,1,false
G1901030,1,false
G1300690,1,false
G2100370,1,false
G1900710,1,false
G1801070,1,false
G0501490,1,false
G4800670,1,false
G2101130,1,false
G1701490,1,false
G1301910,1,false
G1900770,1,false
G1801710,1,false
G1700510,1,false
G1701790,1,false
G1901590,1,false
G4804970,1,false
G3701030,1,false
G1301750,1,false
G3901230,1,false
G2101510,1,false
G5501230,1,false
G2900610,1,false
G4500170,1,false
G4800090,1,false
G2200090,1,false
G2600450,1,false
G1801750,1,false
G1901170,1,false
G1701070,1,false
G1301530,1,false
G3701790,1,false
G0100450,1,false
G1800290,1,false
G2901470,1,false
G2601490,1,false
G1700430,1,false
G1300510,1,false
G1300110,1,false
G0500190,1,false
G2101370,1,false
G3100970,1,false
G1800310,1,false
G2901370,1,false
G2201170,1,false
G3701230,1,false
G1801430,1,false
G1303010,1,false
G2600490,1,false
G2901730,1,false
G2801570,1,false
G3900090,1,false
G1300630,1,false
G4500630,1,false
G1800070,1,false
G2900630,1,false
G2102170,1,false
G4803950,1,false
G0100550,1,false
G4500410,1,false
G2102290,1,false
G1700410,1,false
G2901270,1,false
G4802090,1,false
G0101110,1,false
G3700490,1,false
G2100890,1,false
G2901770,1,false
G1200330,1,false
G1801450,1,false
G0500610,1,false
G1301590,1,false
G1801150,1,false
G1300430,1,false
G2901150,1,false
G4803670,1,false
G1801390,1,false
G2100170,1,false
G2800990,1,false
G1700670,1,false
G0101330,1,false
G1800870,1,false
G2201150,1,false
G5400530,1,false
G4500550,1,false
G5500590,1,false
G0501050,1,false
G0100310,1,false
G3901290,1,false
G2001210,1,false
G1300230,1,false
G4803630,1,false
G1303150,1,false
G3900890,1,false
G1701130,1,false
G2200170,1,false
G1302570,1,false
G1302510,1,false
G1801770,1,false
G2900890,1,false
G4804010,1,false
G2600930,1,false
G4000650,1,false
G4804710,1,false
G1700610,1,false
G1302690,1,false
G1801210,1,false
G4000130,1,false
G1200130,1,false
G1300210,1,false
G2001170,1,false
G1301430,1,false
G1800090,1,false
G1300730,1,false
G1200590,1,false
G1701030,1,false
G1801270,1,false
G4000890,1,false
G1300290,1,false
G2001770,1,false
G3701530,1,false
G4500210,1,false
G1800970,1,false
G2000850,1,false
G1301650,1,false
G2600650,1,false
G3701050,1,false
G1701250,1,false
G2800310,1,false
G1800390,1,false
G1301210,1,false
G1701370,1,false
G2801530,1,false
G1302190,1,false
G2600870,1,false
G1701290,1,false
G0100510,1,false
G4805030,1,false
G2601470,1,false
G1700110,1,false
G1303070,1,false
G4500450,1,false
G3900950,1,false
G1701710,1,false
G2800230,1,false
G1302970,1,false
G3900690,1,false
G1701950,1,false
G1301190,1,false
G3901070,1,false
G0100650,1,false
G2901210,1,false
G1301950,1,false
G1800170,1,false
G1302590,1,false
G1700830,1,false
G1302550,1,false
G3901190,1,false
G4802030,1,false
G1701410,1,false
G1800590,1,false
G4800970,1,false
G2800770,1,false
G1701050,1,false
G1801590,1,false
G1301350,1,false
G0500570,1,false
G2901750,1,false
G1801310,1,false
G4500850,1,false
G4000850,1,false
G1700390,1,false
G1801490,1,false
G1300330,1,false
G1701350,1,false
G3901250,1,false
G2000870,1,false
G2600630,1,false
G1901770,1,false
G3900730,1,false
G1701830,1,false
G3901490,1,false
G2601170,1,false
G1800650,1,false
G3901730,1,false
G3900110,1,false
G1700910,1,false
